day,BN,SubNum,condition,MT,ER
2,19,14,S,2285.0,0.125
2,20,1,M,895.0,0.125
2,20,1,M+S,937.5,0.25
2,20,1,S,1785.0,0.125
2,20,2,M,1885.0,0.125
2,20,2,M+S,2072.5,0.0
2,20,2,S,2642.5,0.0
2,20,3,M,1052.5,0.25
2,20,3,M+S,985.0,0.125
2,20,3,S,1732.5,0.0
2,20,4,M,1075.0,0.125
2,20,4,M+S,1025.0,0.0
2,20,4,S,1787.5,0.0
2,20,5,M,2185.0,0.0
2,20,5,M+S,2295.0,0.0
2,20,5,S,3222.5,0.25
2,20,6,M,1187.5,0.0
2,20,6,M+S,1235.0,0.0
2,20,6,S,2690.0,0.0
2,20,7,M,1710.0,0.0
2,20,7,M+S,1675.0,0.0
2,20,7,S,3135.0,0.0
2,20,8,M,695.0,0.25
2,20,8,M+S,680.0,0.125
2,20,8,S,1805.0,0.125
2,20,9,M,1702.5,0.5
2,20,9,M+S,1395.0,0.375
2,20,9,S,2200.0,0.25
2,20,10,M,2240.0,0.375
2,20,10,M+S,2107.5,0.25
2,20,10,S,3365.0,0.125
2,20,11,M,1380.0,0.375
2,20,11,M+S,1375.0,0.25
2,20,11,S,2385.0,0.375
2,20,12,M,1180.0,0.25
2,20,12,M+S,1172.5,0.0
2,20,12,S,1965.0,0.125
2,20,13,M,702.5,0.0
2,20,13,M+S,700.0,0.125
2,20,13,S,1600.0,0.125
2,20,14,M,1815.0,0.125
2,20,14,M+S,1725.0,0.125
2,20,14,S,2735.0,0.125
2,21,1,M,987.5,0.0
2,21,1,M+S,912.5,0.25
2,21,1,S,1730.0,0.25
2,21,2,M,2037.5,0.0
2,21,2,M+S,1942.5,0.0
2,21,2,S,2995.0,0.125
2,21,3,M,1105.0,0.375
2,21,3,M+S,1210.0,0.25
2,21,3,S,2207.5,0.0
2,21,4,M,1185.0,0.0
2,21,4,M+S,1050.0,0.0
2,21,4,S,1975.0,0.125
2,21,5,M,2307.5,0.0
2,21,5,M+S,2420.0,0.0
2,21,5,S,3162.5,0.0
2,21,6,M,1295.0,0.0
2,21,6,M+S,1480.0,0.0
2,21,6,S,2345.0,0.125
2,21,7,M,1647.5,0.0
2,21,7,M+S,1582.5,0.0
2,21,7,S,2360.0,0.0
2,21,8,M,702.5,0.25
2,21,8,M+S,732.5,0.0
2,21,8,S,1775.0,0.125
2,21,9,M,1755.0,0.0
2,21,9,M+S,1492.5,0.0
2,21,9,S,2185.0,0.0
2,21,10,M,2037.5,0.0
2,21,10,M+S,1940.0,0.375
2,21,10,S,3025.0,0.0
2,21,11,M,1365.0,0.0
2,21,11,M+S,1867.5,0.25
2,21,11,S,2755.0,0.125
2,21,12,M,1085.0,0.0
2,21,12,M+S,915.0,0.125
2,21,12,S,1855.0,0.25
2,21,13,M,720.0,0.125
2,21,13,M+S,717.5,0.25
2,21,13,S,1730.0,0.125
2,21,14,M,1575.0,0.125
2,21,14,M+S,1550.0,0.125
2,21,14,S,2295.0,0.0
2,22,1,M,877.5,0.0
2,22,1,M+S,840.0,0.25
2,22,1,S,1900.0,0.125
2,22,2,M,1917.5,0.0
2,22,2,M+S,1692.5,0.0
2,22,2,S,2700.0,0.0
2,22,3,M,1565.0,0.375
2,22,3,M+S,1260.0,0.0
2,22,3,S,2135.0,0.0
2,22,4,M,1075.0,0.0
2,22,4,M+S,985.0,0.125
2,22,4,S,1870.0,0.125
2,22,5,M,2655.0,0.125
2,22,5,M+S,2505.0,0.0
2,22,5,S,3307.5,0.25
2,22,6,M,1265.0,0.125
2,22,6,M+S,1165.0,0.125
2,22,6,S,2360.0,0.0
2,22,7,M,1482.5,0.0
2,22,7,M+S,1435.0,0.0
2,22,7,S,2350.0,0.125
2,22,8,M,655.0,0.0
2,22,8,M+S,690.0,0.125
2,22,8,S,1962.5,0.0
2,22,9,M,1495.0,0.375
2,22,9,M+S,1390.0,0.375
2,22,9,S,2350.0,0.125
2,22,10,M,1955.0,0.25
2,22,10,M+S,1800.0,0.375
2,22,10,S,3210.0,0.125
2,22,11,M,1385.0,0.0
2,22,11,M+S,1465.0,0.125
2,22,11,S,2680.0,0.125
2,22,12,M,1510.0,0.25
2,22,12,M+S,1290.0,0.375
2,22,12,S,1840.0,0.125
2,22,13,M,747.5,0.0
2,22,13,M+S,750.0,0.25
2,22,13,S,1710.0,0.0
2,22,14,M,1897.5,0.0
2,22,14,M+S,1732.5,0.0
2,22,14,S,2510.0,0.25
2,23,1,M,945.0,0.375
2,23,1,M+S,820.0,0.375
2,23,1,S,1825.0,0.25
2,23,2,M,1602.5,0.0
2,23,2,M+S,1570.0,0.0
2,23,2,S,2727.5,0.0
2,23,3,M,1245.0,0.5
2,23,3,M+S,1160.0,0.0
2,23,3,S,1772.5,0.0
2,23,4,M,1067.5,0.0
2,23,4,M+S,1112.5,0.0
2,23,4,S,1987.5,0.0
2,23,5,M,2525.0,0.125
2,23,5,M+S,2362.5,0.0
2,23,5,S,3250.0,0.125
2,23,6,M,1167.5,0.0
2,23,6,M+S,1295.0,0.125
2,23,6,S,2425.0,0.0
2,23,7,M,1490.0,0.125
2,23,7,M+S,1397.5,0.0
2,23,7,S,2310.0,0.0
2,23,8,M,690.0,0.125
2,23,8,M+S,657.5,0.25
2,23,8,S,1692.5,0.0
2,23,9,M,2105.0,0.375
2,23,9,M+S,1460.0,0.125
2,23,9,S,2015.0,0.125
2,23,10,M,2375.0,0.25
2,23,10,M+S,2220.0,0.5
2,23,10,S,2990.0,0.5
2,23,11,M,1695.0,0.125
2,23,11,M+S,1830.0,0.125
2,23,11,S,2575.0,0.125
2,23,12,M,942.5,0.0
2,23,12,M+S,1095.0,0.125
2,23,12,S,1860.0,0.0
2,23,13,M,727.5,0.25
2,23,13,M+S,757.5,0.25
2,23,13,S,1640.0,0.0
2,23,14,M,1477.5,0.0
2,23,14,M+S,1560.0,0.125
2,23,14,S,2215.0,0.125
2,24,1,M,855.0,0.25
2,24,1,M+S,850.0,0.125
2,24,1,S,1830.0,0.125
2,24,2,M,1527.5,0.0
2,24,2,M+S,1495.0,0.0
2,24,2,S,2820.0,0.0
2,24,3,M,1340.0,0.125
2,24,3,M+S,1410.0,0.0
2,24,3,S,1855.0,0.125
2,24,4,M,1010.0,0.0
2,24,4,M+S,1070.0,0.0
2,24,4,S,2162.5,0.0
2,24,5,M,2405.0,0.125
2,24,5,M+S,2337.5,0.0
2,24,5,S,3480.0,0.375
2,24,6,M,1315.0,0.125
2,24,6,M+S,1350.0,0.0
2,24,6,S,2610.0,0.0
2,24,7,M,1457.5,0.0
2,24,7,M+S,1467.5,0.0
2,24,7,S,2607.5,0.0
2,24,8,M,710.0,0.125
2,24,8,M+S,750.0,0.125
2,24,8,S,1867.5,0.0
2,24,9,M,2055.0,0.375
2,24,9,M+S,1505.0,0.125
2,24,9,S,2317.5,0.25
2,24,10,M,2060.0,0.125
2,24,10,M+S,1962.5,0.25
2,24,10,S,3270.0,0.125
2,24,11,M,1642.5,0.5
2,24,11,M+S,1457.5,0.0
2,24,11,S,2560.0,0.25
2,24,12,M,895.0,0.125
2,24,12,M+S,795.0,0.125
2,24,12,S,2030.0,0.25
2,24,13,M,735.0,0.125
2,24,13,M+S,785.0,0.125
2,24,13,S,1642.5,0.0
2,24,14,M,1335.0,0.125
2,24,14,M+S,1540.0,0.125
2,24,14,S,2280.0,0.25
3,25,1,M,907.5,0.5
3,25,1,M+S,1015.0,0.125
3,25,1,S,1745.0,0.125
3,25,2,M,1600.0,0.0
3,25,2,M+S,1622.5,0.0
3,25,2,S,2797.5,0.0
3,25,3,M,1455.0,0.5
3,25,3,M+S,1435.0,0.125
3,25,3,S,1822.5,0.0
3,25,4,M,1080.0,0.125
3,25,4,M+S,1177.5,0.0
3,25,4,S,1925.0,0.0
3,25,5,M,2660.0,0.125
3,25,5,M+S,2570.0,0.0
3,25,5,S,3340.0,0.125
3,25,6,M,1235.0,0.0
3,25,6,M+S,1190.0,0.0
3,25,6,S,2500.0,0.125
3,25,7,M,1507.5,0.0
3,25,7,M+S,1547.5,0.0
3,25,7,S,2325.0,0.375
3,25,8,M,865.0,0.125
3,25,8,M+S,842.5,0.0
3,25,8,S,1927.5,0.0
3,25,9,M,1592.5,0.25
3,25,9,M+S,1645.0,0.125
3,25,9,S,2020.0,0.125
3,25,10,M,2217.5,0.0
3,25,10,M+S,2145.0,0.375
3,25,10,S,3145.0,0.125
3,25,11,M,1390.0,0.0
3,25,11,M+S,1337.5,0.0
3,25,11,S,2497.5,0.0
3,25,12,M,865.0,0.375
3,25,12,M+S,1047.5,0.25
3,25,12,S,1950.0,0.5
3,25,13,M,1115.0,0.25
3,25,13,M+S,1065.0,0.125
3,25,13,S,1585.0,0.125
3,25,14,M,1500.0,0.125
3,25,14,M+S,1510.0,0.125
3,25,14,S,2215.0,0.0
3,26,1,M,895.0,0.0
3,26,1,M+S,945.0,0.125
3,26,1,S,1890.0,0.125
3,26,2,M,1592.5,0.25
3,26,2,M+S,1480.0,0.125
3,26,2,S,2500.0,0.0
3,26,3,M,1370.0,0.125
3,26,3,M+S,1267.5,0.0
3,26,3,S,1830.0,0.125
3,26,4,M,970.0,0.125
3,26,4,M+S,982.5,0.0
3,26,4,S,2160.0,0.0
3,26,5,M,2215.0,0.0
3,26,5,M+S,2187.5,0.0
3,26,5,S,3095.0,0.25
3,26,6,M,1232.5,0.0
3,26,6,M+S,1205.0,0.125
3,26,6,S,2345.0,0.125
3,26,7,M,1395.0,0.0
3,26,7,M+S,1350.0,0.0
3,26,7,S,2787.5,0.0
3,26,8,M,737.5,0.0
3,26,8,M+S,740.0,0.125
3,26,8,S,1792.5,0.0
3,26,9,M,1665.0,0.125
3,26,9,M+S,1550.0,0.0
3,26,9,S,2280.0,0.25
3,26,10,M,2170.0,0.25
3,26,10,M+S,2250.0,0.375
3,26,10,S,3320.0,0.0
3,26,11,M,1222.5,0.0
3,26,11,M+S,1185.0,0.125
3,26,11,S,2255.0,0.125
3,26,12,M,992.5,0.25
3,26,12,M+S,912.5,0.0
3,26,12,S,1947.5,0.25
3,26,13,M,780.0,0.125
3,26,13,M+S,802.5,0.0
3,26,13,S,1720.0,0.125
3,26,14,M,1090.0,0.125
3,26,14,M+S,1147.5,0.0
3,26,14,S,2147.5,0.25
3,27,1,M,860.0,0.125
3,27,1,M+S,877.5,0.25
3,27,1,S,1860.0,0.125
3,27,2,M,1585.0,0.0
3,27,2,M+S,1530.0,0.125
3,27,2,S,3140.0,0.125
3,27,3,M,1305.0,0.25
3,27,3,M+S,1275.0,0.0
3,27,3,S,1775.0,0.125
3,27,4,M,1107.5,0.0
3,27,4,M+S,1012.5,0.0
3,27,4,S,2015.0,0.0
3,27,5,M,2207.5,0.0
3,27,5,M+S,2020.0,0.0
3,27,5,S,3170.0,0.0
3,27,6,M,1267.5,0.25
3,27,6,M+S,1265.0,0.125
3,27,6,S,2495.0,0.125
3,27,7,M,1560.0,0.0
3,27,7,M+S,1497.5,0.0
3,27,7,S,2585.0,0.25
3,27,8,M,680.0,0.125
3,27,8,M+S,672.5,0.0
3,27,8,S,1707.5,0.0
3,27,9,M,1715.0,0.125
3,27,9,M+S,1380.0,0.125
3,27,9,S,1965.0,0.125
3,27,10,M,2155.0,0.375
3,27,10,M+S,2030.0,0.125
3,27,10,S,3300.0,0.125
3,27,11,M,1210.0,0.125
3,27,11,M+S,1405.0,0.25
3,27,11,S,2462.5,0.0
3,27,12,M,840.0,0.125
3,27,12,M+S,970.0,0.125
3,27,12,S,2040.0,0.375
3,27,13,M,705.0,0.125
3,27,13,M+S,735.0,0.125
3,27,13,S,1535.0,0.125
3,27,14,M,1045.0,0.125
3,27,14,M+S,1030.0,0.125
3,27,14,S,2312.5,0.25
3,28,1,M,725.0,0.25
3,28,1,M+S,715.0,0.375
3,28,1,S,1525.0,0.25
3,28,2,M,1612.5,0.0
3,28,2,M+S,1445.0,0.25
3,28,2,S,2782.5,0.0
3,28,3,M,1230.0,0.125
3,28,3,M+S,1145.0,0.125
3,28,3,S,1715.0,0.0
3,28,4,M,947.5,0.0
3,28,4,M+S,990.0,0.125
3,28,4,S,1835.0,0.0
3,28,5,M,1995.0,0.125
3,28,5,M+S,1947.5,0.0
3,28,5,S,2900.0,0.0
3,28,6,M,1080.0,0.0
3,28,6,M+S,1095.0,0.125
3,28,6,S,2580.0,0.0
3,28,7,M,1430.0,0.125
3,28,7,M+S,1410.0,0.0
3,28,7,S,2855.0,0.125
3,28,8,M,665.0,0.125
3,28,8,M+S,695.0,0.0
3,28,8,S,1562.5,0.25
3,28,9,M,1395.0,0.25
3,28,9,M+S,1547.5,0.25
3,28,9,S,2115.0,0.0
3,28,10,M,1990.0,0.125
3,28,10,M+S,2165.0,0.25
3,28,10,S,3265.0,0.0
3,28,11,M,1210.0,0.25
3,28,11,M+S,1270.0,0.25
3,28,11,S,2635.0,0.125
3,28,12,M,805.0,0.25
3,28,12,M+S,995.0,0.125
3,28,12,S,1920.0,0.125
3,28,13,M,755.0,0.125
3,28,13,M+S,725.0,0.125
3,28,13,S,1795.0,0.125
3,28,14,M,1260.0,0.375
3,28,14,M+S,1150.0,0.25
3,28,14,S,2055.0,0.25
3,29,1,M,845.0,0.25
3,29,1,M+S,927.5,0.25
3,29,1,S,1660.0,0.125
3,29,2,M,1575.0,0.125
3,29,2,M+S,1417.5,0.0
3,29,2,S,2712.5,0.0
3,29,3,M,1300.0,0.125
3,29,3,M+S,1187.5,0.25
3,29,3,S,1665.0,0.375
3,29,4,M,925.0,0.0
3,29,4,M+S,910.0,0.0
3,29,4,S,2032.5,0.0
3,29,5,M,2125.0,0.125
3,29,5,M+S,2115.0,0.25
3,29,5,S,2990.0,0.125
3,29,6,M,1210.0,0.125
3,29,6,M+S,1147.5,0.0
3,29,6,S,2497.5,0.25
3,29,7,M,1337.5,0.0
3,29,7,M+S,1442.5,0.25
3,29,7,S,2877.5,0.0
3,29,8,M,745.0,0.375
3,29,8,M+S,747.5,0.0
3,29,8,S,1650.0,0.125
3,29,9,M,1507.5,0.0
3,29,9,M+S,1375.0,0.125
3,29,9,S,2202.5,0.25
3,29,10,M,2302.5,0.25
3,29,10,M+S,2227.5,0.25
3,29,10,S,3085.0,0.25
3,29,11,M,1250.0,0.375
3,29,11,M+S,1210.0,0.0
3,29,11,S,2422.5,0.0
3,29,12,M,830.0,0.25
3,29,12,M+S,1097.5,0.25
3,29,12,S,2030.0,0.0
3,29,13,M,682.5,0.25
3,29,13,M+S,697.5,0.0
3,29,13,S,1702.5,0.0
3,29,14,M,995.0,0.0
3,29,14,M+S,1030.0,0.5
3,29,14,S,2110.0,0.375
3,30,1,M,1120.0,0.25
3,30,1,M+S,855.0,0.125
3,30,1,S,1560.0,0.125
3,30,2,M,1480.0,0.125
3,30,2,M+S,1447.5,0.0
3,30,2,S,2970.0,0.0
3,30,3,M,1290.0,0.375
3,30,3,M+S,1310.0,0.125
3,30,3,S,1730.0,0.25
3,30,4,M,945.0,0.0
3,30,4,M+S,952.5,0.25
3,30,4,S,2025.0,0.0
3,30,5,M,1930.0,0.125
3,30,5,M+S,2015.0,0.0
3,30,5,S,3062.5,0.0
3,30,6,M,1480.0,0.375
3,30,6,M+S,1417.5,0.0
3,30,6,S,2502.5,0.0
3,30,7,M,1340.0,0.0
3,30,7,M+S,1365.0,0.125
3,30,7,S,2815.0,0.5
3,30,8,M,697.5,0.0
3,30,8,M+S,680.0,0.125
3,30,8,S,1737.5,0.0
3,30,9,M,1375.0,0.125
3,30,9,M+S,1240.0,0.125
3,30,9,S,2057.5,0.25
3,30,10,M,2400.0,0.25
3,30,10,M+S,2017.5,0.25
3,30,10,S,3087.5,0.25
3,30,11,M,1215.0,0.25
3,30,11,M+S,1307.5,0.25
3,30,11,S,2485.0,0.125
3,30,12,M,1042.5,0.25
3,30,12,M+S,855.0,0.125
3,30,12,S,2055.0,0.125
3,30,13,M,670.0,0.125
3,30,13,M+S,670.0,0.0
3,30,13,S,1700.0,0.0
3,30,14,M,1400.0,0.125
3,30,14,M+S,1480.0,0.125
3,30,14,S,2345.0,0.125
3,31,1,M,895.0,0.375
3,31,1,M+S,807.5,0.25
3,31,1,S,2035.0,0.25
3,31,2,M,1545.0,0.0
3,31,2,M+S,1437.5,0.0
3,31,2,S,3100.0,0.0
3,31,3,M,1130.0,0.0
3,31,3,M+S,1137.5,0.0
3,31,3,S,1780.0,0.25
3,31,4,M,947.5,0.0
3,31,4,M+S,925.0,0.0
3,31,4,S,2047.5,0.25
3,31,5,M,2090.0,0.0
3,31,5,M+S,2070.0,0.125
3,31,5,S,3185.0,0.0
3,31,6,M,1045.0,0.25
3,31,6,M+S,1120.0,0.125
3,31,6,S,2555.0,0.125
3,31,7,M,1292.5,0.25
3,31,7,M+S,1370.0,0.0
3,31,7,S,2485.0,0.125
3,31,8,M,612.5,0.0
3,31,8,M+S,610.0,0.125
3,31,8,S,1765.0,0.125
3,31,9,M,1427.5,0.0
3,31,9,M+S,1370.0,0.125
3,31,9,S,2007.5,0.0
3,31,10,M,2465.0,0.375
3,31,10,M+S,2302.5,0.25
3,31,10,S,3085.0,0.25
3,31,11,M,1407.5,0.0
3,31,11,M+S,1140.0,0.125
3,31,11,S,2345.0,0.125
3,31,12,M,840.0,0.125
3,31,12,M+S,875.0,0.0
3,31,12,S,2120.0,0.125
3,31,13,M,660.0,0.25
3,31,13,M+S,667.5,0.0
3,31,13,S,1547.5,0.0
3,31,14,M,1300.0,0.125
3,31,14,M+S,1610.0,0.25
3,31,14,S,2080.0,0.125
3,32,1,M,815.0,0.375
3,32,1,M+S,757.5,0.25
3,32,1,S,1680.0,0.125
3,32,2,M,1515.0,0.0
3,32,2,M+S,1492.5,0.0
3,32,2,S,2860.0,0.0
3,32,3,M,1362.5,0.25
3,32,3,M+S,1285.0,0.0
3,32,3,S,1707.5,0.25
3,32,4,M,885.0,0.125
3,32,4,M+S,887.5,0.0
3,32,4,S,1952.5,0.0
3,32,5,M,2342.5,0.25
3,32,5,M+S,2115.0,0.0
3,32,5,S,3305.0,0.25
3,32,6,M,1585.0,0.125
3,32,6,M+S,1240.0,0.125
3,32,6,S,2565.0,0.125
3,32,7,M,1310.0,0.125
3,32,7,M+S,1285.0,0.125
3,32,7,S,3172.5,0.25
3,32,8,M,600.0,0.125
3,32,8,M+S,600.0,0.0
3,32,8,S,1517.5,0.25
3,32,9,M,1200.0,0.125
3,32,9,M+S,1232.5,0.25
3,32,9,S,2030.0,0.25
3,32,10,M,2252.5,0.0
3,32,10,M+S,2215.0,0.125
3,32,10,S,3110.0,0.0
3,32,11,M,1450.0,0.0
3,32,11,M+S,1225.0,0.125
3,32,11,S,2230.0,0.0
3,32,12,M,860.0,0.25
3,32,12,M+S,842.5,0.0
3,32,12,S,1705.0,0.0
3,32,13,M,610.0,0.375
3,32,13,M+S,595.0,0.125
3,32,13,S,1540.0,0.0
3,32,14,M,1642.5,0.25
3,32,14,M+S,1567.5,0.0
3,32,14,S,2020.0,0.375
3,33,1,M,880.0,0.125
3,33,1,M+S,882.5,0.25
3,33,1,S,1830.0,0.375
3,33,2,M,1520.0,0.125
3,33,2,M+S,1330.0,0.0
3,33,2,S,3360.0,0.375
3,33,3,M,1275.0,0.375
3,33,3,M+S,1165.0,0.0
3,33,3,S,1777.5,0.25
3,33,4,M,955.0,0.0
3,33,4,M+S,990.0,0.125
3,33,4,S,2012.5,0.0
3,33,5,M,2007.5,0.0
3,33,5,M+S,1910.0,0.0
3,33,5,S,3315.0,0.125
3,33,6,M,1472.5,0.0
3,33,6,M+S,1275.0,0.25
3,33,6,S,2567.5,0.0
3,33,7,M,1385.0,0.125
3,33,7,M+S,1242.5,0.25
3,33,7,S,2917.5,0.0
3,33,8,M,580.0,0.125
3,33,8,M+S,572.5,0.25
3,33,8,S,1642.5,0.0
3,33,9,M,1277.5,0.0
3,33,9,M+S,1165.0,0.125
3,33,9,S,2180.0,0.25
3,33,10,M,2285.0,0.0
3,33,10,M+S,2227.5,0.0
3,33,10,S,3167.5,0.0
3,33,11,M,1350.0,0.125
3,33,11,M+S,1215.0,0.0
3,33,11,S,2190.0,0.125
3,33,12,M,910.0,0.25
3,33,12,M+S,877.5,0.0
3,33,12,S,2480.0,0.375
3,33,13,M,677.5,0.25
3,33,13,M+S,685.0,0.125
3,33,13,S,1585.0,0.0
3,33,14,M,1190.0,0.25
3,33,14,M+S,1320.0,0.0
3,33,14,S,2275.0,0.125
3,34,1,M,760.0,0.375
3,34,1,M+S,805.0,0.0
3,34,1,S,1790.0,0.125
3,34,2,M,1400.0,0.125
3,34,2,M+S,1355.0,0.0
3,34,2,S,3265.0,0.25
3,34,3,M,1157.5,0.0
3,34,3,M+S,1145.0,0.0
3,34,3,S,1697.5,0.0
3,34,4,M,920.0,0.125
3,34,4,M+S,950.0,0.0
3,34,4,S,2045.0,0.125
3,34,5,M,2130.0,0.0
3,34,5,M+S,1927.5,0.0
3,34,5,S,2990.0,0.125
3,34,6,M,1420.0,0.375
3,34,6,M+S,1337.5,0.25
3,34,6,S,2600.0,0.0
3,34,7,M,1260.0,0.25
3,34,7,M+S,1445.0,0.25
3,34,7,S,2557.5,0.25
3,34,8,M,555.0,0.25
3,34,8,M+S,542.5,0.25
3,34,8,S,1650.0,0.0
3,34,9,M,1162.5,0.0
3,34,9,M+S,1150.0,0.125
3,34,9,S,2250.0,0.125
3,34,10,M,1980.0,0.0
3,34,10,M+S,1912.5,0.0
3,34,10,S,2590.0,0.375
3,34,11,M,1480.0,0.25
3,34,11,M+S,1350.0,0.375
3,34,11,S,2587.5,0.0
3,34,12,M,867.5,0.25
3,34,12,M+S,807.5,0.0
3,34,12,S,1945.0,0.125
3,34,13,M,645.0,0.125
3,34,13,M+S,642.5,0.0
3,34,13,S,1405.0,0.125
3,34,14,M,1265.0,0.125
3,34,14,M+S,1447.5,0.0
3,34,14,S,2572.5,0.25
3,35,1,M,895.0,0.25
3,35,1,M+S,840.0,0.25
3,35,1,S,1707.5,0.25
3,35,2,M,1310.0,0.125
3,35,2,M+S,1285.0,0.0
3,35,2,S,2635.0,0.0
3,35,3,M,1047.5,0.0
3,35,3,M+S,1067.5,0.0
3,35,3,S,1755.0,0.125
3,35,4,M,972.5,0.0
3,35,4,M+S,995.0,0.0
3,35,4,S,1872.5,0.0
3,35,5,M,1972.5,0.25
3,35,5,M+S,2022.5,0.0
3,35,5,S,2962.5,0.0
3,35,6,M,1570.0,0.25
3,35,6,M+S,1657.5,0.25
3,35,6,S,2665.0,0.0
3,35,7,M,1377.5,0.25
3,35,7,M+S,1340.0,0.125
3,35,7,S,2710.0,0.0
3,35,8,M,610.0,0.25
3,35,8,M+S,610.0,0.375
3,35,8,S,1680.0,0.25
3,35,9,M,1135.0,0.125
3,35,9,M+S,1180.0,0.0
3,35,9,S,2310.0,0.125
3,35,10,M,1790.0,0.125
3,35,10,M+S,1835.0,0.125
3,35,10,S,2730.0,0.125
3,35,11,M,1390.0,0.375
3,35,11,M+S,1270.0,0.0
3,35,11,S,2200.0,0.125
3,35,12,M,750.0,0.125
3,35,12,M+S,725.0,0.125
3,35,12,S,1725.0,0.125
3,35,13,M,650.0,0.125
3,35,13,M+S,610.0,0.0
3,35,13,S,1450.0,0.0
3,35,14,M,1275.0,0.0
3,35,14,M+S,1260.0,0.0
3,35,14,S,2255.0,0.25
3,36,1,M,805.0,0.125
3,36,1,M+S,820.0,0.125
3,36,1,S,2420.0,0.5
3,36,2,M,1290.0,0.0
3,36,2,M+S,1300.0,0.125
3,36,2,S,2922.5,0.25
3,36,3,M,1070.0,0.125
3,36,3,M+S,1185.0,0.125
3,36,3,S,1860.0,0.125
3,36,4,M,892.5,0.0
3,36,4,M+S,970.0,0.125
3,36,4,S,1945.0,0.125
3,36,5,M,2020.0,0.0
3,36,5,M+S,1895.0,0.125
3,36,5,S,2775.0,0.125
3,36,6,M,1200.0,0.0
3,36,6,M+S,1190.0,0.0
3,36,6,S,2280.0,0.125
3,36,7,M,1450.0,0.125
3,36,7,M+S,1320.0,0.125
3,36,7,S,2900.0,0.125
3,36,8,M,745.0,0.125
3,36,8,M+S,630.0,0.375
3,36,8,S,1815.0,0.125
3,36,9,M,1105.0,0.125
3,36,9,M+S,1165.0,0.375
3,36,9,S,2150.0,0.125
3,36,10,M,2205.0,0.125
3,36,10,M+S,1782.5,0.25
3,36,10,S,3577.5,0.0
3,36,11,M,1700.0,0.375
3,36,11,M+S,1585.0,0.125
3,36,11,S,2352.5,0.0
3,36,12,M,745.0,0.375
3,36,12,M+S,800.0,0.125
3,36,12,S,1665.0,0.0
3,36,13,M,617.5,0.0
3,36,13,M+S,632.5,0.0
3,36,13,S,1390.0,0.0
3,36,14,M,1290.0,0.0
3,36,14,M+S,1245.0,0.125
3,36,14,S,1970.0,0.125
